ts_code,symbol,name,enname,aliases
6517.TWO,6517.TWO,保勝光學,,
6523.TWO,6523.TWO,達爾膚,,
6527.TWO,6527.TWO,明達醫,,
6530.TWO,6530.TWO,創威,,
6532.TWO,6532.TWO,瑞耘,,
6535.TWO,6535.TWO,順藥,,
6538.TWO,6538.TWO,倉和,,
6542.TWO,6542.TWO,隆中,,
6546.TWO,6546.TWO,正基,,
6547.TWO,6547.TWO,高端疫苗,,
6548.TWO,6548.TWO,長科*,,
6556.TWO,6556.TWO,勝品,,
6560.TWO,6560.TWO,欣普羅,,
6561.TWO,6561.TWO,是方,,
6568.TWO,6568.TWO,宏觀,,
6569.TWO,6569.TWO,醫揚,,
6570.TWO,6570.TWO,維田,,
6574.TWO,6574.TWO,霈方,,
6576.TWO,6576.TWO,逸達,,
6577.TWO,6577.TWO,勁豐,,
6578.TWO,6578.TWO,達邦蛋白,,
6584.TWO,6584.TWO,南俊國際,,
6588.TWO,6588.TWO,東典光電,,
6590.TWO,6590.TWO,普鴻,,
6593.TWO,6593.TWO,台灣銘板,,
6596.TWO,6596.TWO,寬宏藝術,,
6597.TWO,6597.TWO,立誠,,
6603.TWO,6603.TWO,富強鑫,,
6609.TWO,6609.TWO,瀧澤科,,
6612.TWO,6612.TWO,奈米醫材,,
6613.TWO,6613.TWO,朋億*,,
6615.TWO,6615.TWO,慧智,,
6616.TWO,6616.TWO,特昇-KY,,
6617.TWO,6617.TWO,共信-KY,,
6620.TWO,6620.TWO,漢達,,
6624.TWO,6624.TWO,萬年清,,
6629.TWO,6629.TWO,泰金-KY,,
6637.TWO,6637.TWO,醫影,,
6640.TWO,6640.TWO,均華,,
6642.TWO,6642.TWO,富致,,
6643.TWO,6643.TWO,M31,,
6649.TWO,6649.TWO,台生材,,
6651.TWO,6651.TWO,全宇昕,,
6654.TWO,6654.TWO,天正國際,,
6661.TWO,6661.TWO,威健生技,,
6662.TWO,6662.TWO,樂斯科,,
6664.TWO,6664.TWO,群翊,,
6667.TWO,6667.TWO,信紘科,,
6679.TWO,6679.TWO,鈺太,,
6680.TWO,6680.TWO,鑫創電子,,
6683.TWO,6683.TWO,雍智科技,,
6684.TWO,6684.TWO,安格,,
6690.TWO,6690.TWO,安硌穈T,,
6692.TWO,6692.TWO,進能服,,
6693.TWO,6693.TWO,廣閎科,,
6697.TWO,6697.TWO,東捷資訊,,
6703.TWO,6703.TWO,軒郁,,
6708.TWO,6708.TWO,天擎,,
6712.TWO,6712.TWO,長聖,,
6716.TWO,6716.TWO,應廣,,
6720.TWO,6720.TWO,久昌,,
6721.TWO,6721.TWO,信實,,
6725.TWO,6725.TWO,矽科宏晟,,
6727.TWO,6727.TWO,亞泰金屬,,
6728.TWO,6728.TWO,上洋,,
6730.TWO,6730.TWO,常廣,,
6732.TWO,6732.TWO,昇佳電子,,
6733.TWO,6733.TWO,博晟生醫,,
6735.TWO,6735.TWO,美達科技,,
6739.TWO,6739.TWO,竹陞科技,,
6741.TWO,6741.TWO,91APP*-KY,,
6751.TWO,6751.TWO,智聯服務,,
6752.TWO,6752.TWO,叡揚,,
6761.TWO,6761.TWO,穩得,,
6762.TWO,6762.TWO,達亞,,
6763.TWO,6763.TWO,綠界科技*,,
6767.TWO,6767.TWO,台微醫,,
6785.TWO,6785.TWO,昱展新藥,,
6788.TWO,6788.TWO,華景電,,
6791.TWO,6791.TWO,虎門科技,,
6803.TWO,6803.TWO,崑鼎,,
6804.TWO,6804.TWO,明係,,
6811.TWO,6811.TWO,宏硌穈T,,
6821.TWO,6821.TWO,聯寶,,
6823.TWO,6823.TWO,濾能,,
6829.TWO,6829.TWO,千附精密,,
6840.TWO,6840.TWO,東研信超,,
6841.TWO,6841.TWO,長佳智能,,
6843.TWO,6843.TWO,進典,,
6844.TWO,6844.TWO,諾貝兒,,
6846.TWO,6846.TWO,綠茵,,
6855.TWO,6855.TWO,數泓科,,
6856.TWO,6856.TWO,鑫傳,,
6859.TWO,6859.TWO,伯特光,,
6865.TWO,6865.TWO,偉康科技,,
6870.TWO,6870.TWO,騰雲,,
6872.TWO,6872.TWO,浩宇生醫,,
6874.TWO,6874.TWO,倍力,,
6875.TWO,6875.TWO,國邑*,,
6877.TWO,6877.TWO,鏵友益,,
6881.TWO,6881.TWO,潤德,,
6884.TWO,6884.TWO,海柏特,,
6894.TWO,6894.TWO,衛司特,,
6895.TWO,6895.TWO,宏碩系統,,
6899.TWO,6899.TWO,創為精密,,
6903.TWO,6903.TWO,巨漢,,
6904.TWO,6904.TWO,伯鑫,,
6907.TWO,6907.TWO,雅特力-KY,,
6910.TWO,6910.TWO,德鴻,,
6913.TWO,6913.TWO,鴻呈,,
6922.TWO,6922.TWO,宸曜,,
6925.TWO,6925.TWO,意藍,,
6929.TWO,6929.TWO,佑全,,
6945.TWO,6945.TWO,圓祥生技,,
6953.TWO,6953.TWO,家碩,,
6961.TWO,6961.TWO,旅天下,,
6967.TWO,6967.TWO,汎瑋材料,,
6968.TWO,6968.TWO,萬達寵物,,
6971.TWO,6971.TWO,惠民實業,,
6982.TWO,6982.TWO,大井泵浦,,
6983.TWO,6983.TWO,華洋精機,,
6996.TWO,6996.TWO,力領科技,,
6997.TWO,6997.TWO,博弘,,
7402.TWO,7402.TWO,邑錡,,
7547.TWO,7547.TWO,碩網,,
7556.TWO,7556.TWO,意德士,,
7584.TWO,7584.TWO,樂意,,
7642.TWO,7642.TWO,昶瑞機電,,
7703.TWO,7703.TWO,銳澤,,
7704.TWO,7704.TWO,明遠精密,,
7708.TWO,7708.TWO,全家餐飲,,
7709.TWO,7709.TWO,榮田,,
7712.TWO,7712.TWO,博盛半導體,,
7713.TWO,7713.TWO,威力德生醫,,
7714.TWO,7714.TWO,創泓科技,,
7715.TWO,7715.TWO,裕山,,
7716.TWO,7716.TWO,昱臺國際,,
7717.TWO,7717.TWO,萊德光電-KY,,
7718.TWO,7718.TWO,友鋮,,
7723.TWO,7723.TWO,築間,,
7728.TWO,7728.TWO,光焱科技,,
7734.TWO,7734.TWO,印能科技,,
7738.TWO,7738.TWO,東聯互動,,
7743.TWO,7743.TWO,金利食安,,
7744.TWO,7744.TWO,崴寶,,
7747.TWO,7747.TWO,昕奇雲端,,
7751.TWO,7751.TWO,竑騰,,
7753.TWO,7753.TWO,星亞,,
7757.TWO,7757.TWO,金色三麥,,
7767.TWO,7767.TWO,仁大資訊,,
7770.TWO,7770.TWO,君曜,,
7772.TWO,7772.TWO,耀穎,,
7777.TWO,7777.TWO,能率亞洲,,
7782.TWO,7782.TWO,光速火箭,,
7792.TWO,7792.TWO,安葆,,
7794.TWO,7794.TWO,宏硒撥s,,
7805.TWO,7805.TWO,威聯通,,
7810.TWO,7810.TWO,捷創科技,,
7811.TWO,7811.TWO,民盛,,
7819.TWO,7819.TWO,精誠金融,,
7820.TWO,7820.TWO,立盈,,
7828.TWO,7828.TWO,創新服務,,
7839.TWO,7839.TWO,達人網,,
7842.TWO,7842.TWO,天能綠電,,
8024.TWO,8024.TWO,佑華,,
8027.TWO,8027.TWO,鈦昇,,
8032.TWO,8032.TWO,光菱,,
8034.TWO,8034.TWO,榮群,,
8038.TWO,8038.TWO,長園科,,
8040.TWO,8040.TWO,九暘,,
8042.TWO,8042.TWO,金山電,,
8043.TWO,8043.TWO,蜜望實,,
8044.TWO,8044.TWO,網家,,
8047.TWO,8047.TWO,星雲,,
8048.TWO,8048.TWO,德勝,,
8049.TWO,8049.TWO,晶采,,
8050.TWO,8050.TWO,廣積,,
8054.TWO,8054.TWO,安國,,
8059.TWO,8059.TWO,凱碩,,
8064.TWO,8064.TWO,東捷,,
8066.TWO,8066.TWO,來思達,,
8067.TWO,8067.TWO,志旭,,
8068.TWO,8068.TWO,全達,,
8069.TWO,8069.TWO,元太,,元太|E Ink
8071.TWO,8071.TWO,能率網通,,
8074.TWO,8074.TWO,鉅橡,,
8076.TWO,8076.TWO,伍豐,,
8077.TWO,8077.TWO,洛,,
8080.TWO,8080.TWO,泰霖,,
8083.TWO,8083.TWO,瑞穎,,
8084.TWO,8084.TWO,巨虹,,
8085.TWO,8085.TWO,福華,,
8086.TWO,8086.TWO,宏捷科,,
8087.TWO,8087.TWO,麗升能源,,
8088.TWO,8088.TWO,品安,,
8089.TWO,8089.TWO,康全電訊,,
8091.TWO,8091.TWO,翔名,,
8092.TWO,8092.TWO,建暐,,
8093.TWO,8093.TWO,保銳,,
8096.TWO,8096.TWO,擎亞,,
8097.TWO,8097.TWO,常珵,,
8099.TWO,8099.TWO,大世科,,
8102.TWO,8102.TWO,傑霖科技,,
8107.TWO,8107.TWO,大億金茂,,
8109.TWO,8109.TWO,博大,,
8111.TWO,8111.TWO,立,,
8121.TWO,8121.TWO,越峰,,
8147.TWO,8147.TWO,正淩,,
8155.TWO,8155.TWO,博智,,
8171.TWO,8171.TWO,天宇,,
8176.TWO,8176.TWO,智捷,,
8182.TWO,8182.TWO,加高,,
8183.TWO,8183.TWO,精星,,
8227.TWO,8227.TWO,巨有科技,,
8234.TWO,8234.TWO,新漢,,
8240.TWO,8240.TWO,華宏,,
8255.TWO,8255.TWO,朋程,,
8272.TWO,8272.TWO,全景軟體,,
8277.TWO,8277.TWO,商丞,,
8279.TWO,8279.TWO,生展,,
8284.TWO,8284.TWO,三竹,,
8289.TWO,8289.TWO,泰藝,,
8291.TWO,8291.TWO,尚茂,,
8299.TWO,8299.TWO,群聯,,
8342.TWO,8342.TWO,益張,,
8349.TWO,8349.TWO,矬,,
8354.TWO,8354.TWO,冠好,,
8358.TWO,8358.TWO,金居,,
8383.TWO,8383.TWO,千附,,
8390.TWO,8390.TWO,金益鼎,,
8401.TWO,8401.TWO,白紗科,,
8403.TWO,8403.TWO,盛弘,,
8409.TWO,8409.TWO,商之器,,
8410.TWO,8410.TWO,森田,,
8415.TWO,8415.TWO,大國鋼,,
8416.TWO,8416.TWO,實威,,
8421.TWO,8421.TWO,旭源,,
8423.TWO,8423.TWO,保綠-KY,,
8424.TWO,8424.TWO,惠普,,
8426.TWO,8426.TWO,紅木-KY,,
8431.TWO,8431.TWO,匯鑽科,,
8432.TWO,8432.TWO,東生華,,
8433.TWO,8433.TWO,弘帆,,
8435.TWO,8435.TWO,鉅邁,,
8436.TWO,8436.TWO,大江,,
8437.TWO,8437.TWO,大地-KY,,
8440.TWO,8440.TWO,綠電,,
8444.TWO,8444.TWO,綠河-KY,,
8446.TWO,8446.TWO,華研,,
8450.TWO,8450.TWO,霹靂,,
8455.TWO,8455.TWO,大拓-KY,,
8472.TWO,8472.TWO,夠麻吉,,
8477.TWO,8477.TWO,創業家,,
8489.TWO,8489.TWO,三貝德,,
8905.TWO,8905.TWO,裕國,,
8906.TWO,8906.TWO,花王,,
8908.TWO,8908.TWO,欣雄,,
8916.TWO,8916.TWO,光隆,,
8917.TWO,8917.TWO,欣泰,,
8921.TWO,8921.TWO,沈氏,,
8923.TWO,8923.TWO,時報,,
8924.TWO,8924.TWO,大田,,
8927.TWO,8927.TWO,北基,,
8928.TWO,8928.TWO,鉅明,,
8929.TWO,8929.TWO,富堡,,
8930.TWO,8930.TWO,青鋼,,
8931.TWO,8931.TWO,大汽電,,
8932.TWO,8932.TWO,智通*,,
8933.TWO,8933.TWO,愛地雅,,
8935.TWO,8935.TWO,邦泰,,
8936.TWO,8936.TWO,國統,,
8937.TWO,8937.TWO,合騏*,,
8938.TWO,8938.TWO,明安,,
8941.TWO,8941.TWO,關中,,
8942.TWO,8942.TWO,森鉅,,
9949.TWO,9949.TWO,琉園,,
9950.TWO,9950.TWO,萬國通,,
9951.TWO,9951.TWO,皇田,,
9960.TWO,9960.TWO,邁達康,,
9962.TWO,9962.TWO,有益,,
